team_id,player_ID,name,total_matches,gold,wards,item0,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item36,item37,item38,item39,item40,item41,item42,item43,item44,item46,item48,item50,item51,item52,item53,item54,item55,item56,item57,item58,item59,item60,item61,item63,item65,item67,item69,item71,item73,item75,item77,item79,item81,item86,item88,item90,item92,item94,item96,item98,item100,item102,item104,item106,item108,item110,item112,item114,item116,item117,item118,item119,item121,item123,item125,item127,item129,item131,item133,item135,item136,item137,item139,item141,item143,item145,item147,item149,item151,item152,item154,item156,item158,item160,item162,item164,item166,item168,item170,item172,item174,item176,item178,item180,item181,item182,item185,item187,item188,item190,item193,item194,item196,item201,item202,item203,item204,item206,item208,item210,item212,item214,item215,item216,item218,item220,item223,item225,item226,item229,item231,item232,item235,item236,item237,item239,item240,item241,item242,item244,item247,item248,item249,item250,item252,item254,item256,item257,item259,item260,item261,item263,item265,item267,item269,item273,item277,item279,avg_gold,avg_wards
2163,82262664,KuroKy,100,31214,454.0,61.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,6.0,6.0,0.0,2.0,4.0,91.0,4.0,9.0,0.0,7.0,3.0,26.0,34.0,0.0,69.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,2.0,15.0,1.0,0.0,0.0,0.0,30.0,9.0,0.0,8.0,11.0,4.0,3.0,1.0,5.0,0.0,2.0,2.0,9.0,9.0,0.0,0.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,4.0,17.0,4.0,8.0,7.0,18.0,66.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,71.0,0.0,10.0,75.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,39.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,4.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,312.14,4.54
2163,34505203,MinD_ContRoL,116,51231,45.0,18.0,112.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,17.0,3.0,0.0,15.0,2.0,154.0,5.0,0.0,0.0,7.0,10.0,0.0,1.0,0.0,42.0,6.0,56.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,82.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0,4.0,9.0,3.0,2.0,24.0,0.0,1.0,8.0,8.0,18.0,9.0,0.0,0.0,4.0,5.0,2.0,6.0,36.0,1.0,0.0,7.0,2.0,5.0,3.0,13.0,2.0,5.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,19.0,3.0,0.0,2.0,3.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,16.0,10.0,0.0,10.0,4.0,7.0,0.0,1.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,13.0,50.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0,8.0,1.0,0.0,10.0,0.0,0.0,3.0,0.0,30.0,0.0,0.0,0.0,5.0,6.0,1.0,5.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,441.6465517241379,0.3879310344827586
2163,72312627,MATUMBAMAN,93,49241,14.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,2.0,8.0,57.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,30.0,19.0,36.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,3.0,0.0,1.0,0.0,7.0,9.0,32.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,1.0,28.0,2.0,3.0,8.0,16.0,0.0,18.0,7.0,61.0,13.0,0.0,7.0,3.0,2.0,0.0,3.0,0.0,6.0,0.0,13.0,0.0,6.0,6.0,6.0,4.0,0.0,10.0,0.0,7.0,7.0,3.0,4.0,5.0,0.0,1.0,18.0,3.0,9.0,2.0,1.0,16.0,0.0,16.0,1.0,0.0,6.0,4.0,20.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,6.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,18.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,529.4731182795699,0.15053763440860216
2163,105248644,Miracle-,100,63632,22.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,49.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,15.0,13.0,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105.0,2.0,0.0,1.0,0.0,0.0,21.0,7.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,10.0,2.0,13.0,0.0,0.0,0.0,20.0,0.0,10.0,7.0,70.0,23.0,0.0,1.0,1.0,20.0,2.0,2.0,2.0,7.0,0.0,11.0,0.0,12.0,27.0,18.0,9.0,18.0,35.0,2.0,8.0,26.0,12.0,12.0,4.0,16.0,0.0,0.0,6.0,13.0,0.0,0.0,10.0,5.0,7.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,10.0,45.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,636.32,0.22
2163,101356886,Gh,100,31080,121.0,99.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,18.0,6.0,0.0,0.0,0.0,88.0,27.0,7.0,9.0,2.0,24.0,10.0,1.0,2.0,0.0,52.0,2.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,2.0,2.0,2.0,4.0,66.0,0.0,0.0,0.0,31.0,19.0,0.0,0.0,3.0,4.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,11.0,7.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,120.0,0.0,2.0,0.0,0.0,6.0,0.0,5.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,2.0,0.0,0.0,0.0,1.0,30.0,0.0,0.0,0.0,0.0,310.8,1.21
1838315,87278757,Puppey,121,36750,795.0,61.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,46.0,5.0,4.0,0.0,0.0,46.0,76.0,13.0,3.0,0.0,1.0,0.0,21.0,36.0,0.0,73.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,4.0,19.0,15.0,0.0,7.0,30.0,1.0,0.0,0.0,12.0,31.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,5.0,19.0,23.0,50.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,172.0,5.0,5.0,33.0,0.0,0.0,0.0,8.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,0.0,0.0,0.0,0.0,0.0,47.0,11.0,0.0,0.0,1.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,303.7190082644628,6.570247933884297
1838315,116585378,MidOne,121,63142,15.0,15.0,26.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,1.0,0.0,6.0,4.0,110.0,2.0,0.0,0.0,3.0,25.0,0.0,0.0,1.0,33.0,55.0,84.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,66.0,13.0,0.0,2.0,0.0,4.0,12.0,22.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,17.0,3.0,29.0,4.0,2.0,0.0,28.0,4.0,2.0,4.0,66.0,6.0,0.0,8.0,9.0,11.0,0.0,5.0,3.0,7.0,2.0,8.0,0.0,5.0,10.0,14.0,0.0,3.0,10.0,4.0,7.0,6.0,4.0,5.0,15.0,2.0,1.0,1.0,27.0,7.0,4.0,0.0,11.0,1.0,4.0,4.0,0.0,2.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,3.0,2.0,23.0,49.0,8.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,10.0,7.0,6.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,12.0,2.0,7.0,0.0,9.0,0.0,0.0,12.0,0.0,6.0,0.0,2.0,0.0,0.0,521.8347107438017,0.12396694214876033
1838315,89117038,YapzOr,109,37815,318.0,46.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,26.0,10.0,0.0,0.0,3.0,40.0,13.0,6.0,2.0,2.0,11.0,4.0,7.0,18.0,0.0,149.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,7.0,0.0,1.0,2.0,33.0,0.0,6.0,0.0,96.0,8.0,0.0,0.0,30.0,4.0,0.0,2.0,12.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,3.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,57.0,2.0,0.0,5.0,0.0,2.0,0.0,10.0,0.0,8.0,14.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,7.0,0.0,0.0,1.0,0.0,0.0,3.0,29.0,0.0,0.0,6.0,1.0,346.92660550458714,2.9174311926605503
1838315,73562326,zai,117,45767,150.0,38.0,114.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,6.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,14.0,6.0,4.0,0.0,0.0,32.0,39.0,5.0,2.0,1.0,20.0,11.0,3.0,1.0,0.0,66.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,0.0,51.0,3.0,0.0,0.0,0.0,12.0,1.0,4.0,3.0,7.0,3.0,1.0,25.0,29.0,0.0,2.0,0.0,35.0,19.0,2.0,0.0,20.0,0.0,4.0,2.0,12.0,0.0,0.0,5.0,0.0,1.0,6.0,2.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,3.0,7.0,4.0,1.0,0.0,0.0,1.0,0.0,17.0,22.0,0.0,12.0,7.0,15.0,3.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,4.0,2.0,9.0,26.0,60.0,0.0,2.0,1.0,0.0,2.0,0.0,9.0,3.0,21.0,14.0,1.0,4.0,0.0,0.0,3.0,0.0,26.0,22.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,16.0,1.0,3.0,0.0,0.0,391.1709401709402,1.2820512820512822
1838315,121769650,Nisha,91,57600,4.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,19.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,8.0,13.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,6.0,0.0,0.0,0.0,2.0,44.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,1.0,2.0,0.0,6.0,6.0,0.0,1.0,9.0,50.0,27.0,0.0,2.0,2.0,20.0,0.0,0.0,0.0,7.0,2.0,9.0,0.0,5.0,42.0,12.0,2.0,8.0,51.0,2.0,4.0,10.0,10.0,9.0,11.0,40.0,0.0,1.0,4.0,5.0,3.0,4.0,19.0,6.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,48.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,20.0,1.0,2.0,0.0,0.0,1.0,0.0,632.967032967033,0.04395604395604396
15,106863163,小可,118,67083,60.0,29.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,3.0,10.0,0.0,2.0,6.0,0.0,26.0,6.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,6.0,15.0,31.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,62.0,1.0,0.0,2.0,0.0,31.0,38.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,17.0,22.0,46.0,1.0,4.0,0.0,24.0,5.0,16.0,10.0,99.0,15.0,0.0,21.0,21.0,20.0,0.0,7.0,2.0,1.0,4.0,15.0,0.0,9.0,3.0,11.0,1.0,0.0,7.0,11.0,4.0,35.0,7.0,1.0,18.0,2.0,0.0,0.0,14.0,12.0,6.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,17.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,11.0,25.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,7.0,12.0,0.0,7.0,0.0,22.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,568.5,0.5084745762711864
15,101695162,fy,115,38559,249.0,92.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,1.0,7.0,2.0,3.0,3.0,0.0,0.0,1.0,0.0,24.0,24.0,0.0,0.0,1.0,32.0,72.0,6.0,4.0,5.0,22.0,7.0,2.0,4.0,4.0,39.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.0,6.0,2.0,4.0,2.0,0.0,0.0,0.0,13.0,0.0,14.0,8.0,0.0,2.0,2.0,21.0,56.0,2.0,10.0,0.0,59.0,21.0,0.0,0.0,24.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,3.0,10.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,15.0,32.0,1.0,3.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,5.0,70.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,6.0,7.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,32.0,2.0,0.0,0.0,0.0,335.295652173913,2.1652173913043478
15,125581247,Ameame,121,75467,7.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,10.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,21.0,30.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,152.0,6.0,0.0,2.0,0.0,1.0,62.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,2.0,2.0,2.0,5.0,2.0,4.0,13.0,71.0,24.0,0.0,0.0,1.0,22.0,0.0,4.0,0.0,2.0,0.0,16.0,0.0,6.0,35.0,5.0,3.0,36.0,84.0,1.0,4.0,36.0,18.0,23.0,21.0,31.0,0.0,7.0,6.0,3.0,17.0,10.0,30.0,8.0,1.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,37.0,0.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,12.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,623.694214876033,0.05785123966942149
15,94738847,Chalice,110,47279,16.0,30.0,63.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,32.0,8.0,0.0,0.0,7.0,28.0,71.0,1.0,2.0,0.0,12.0,14.0,0.0,2.0,0.0,28.0,7.0,42.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,82.0,2.0,0.0,3.0,0.0,35.0,2.0,9.0,1.0,4.0,0.0,0.0,17.0,4.0,0.0,5.0,1.0,21.0,19.0,0.0,0.0,13.0,4.0,6.0,11.0,44.0,0.0,0.0,8.0,0.0,7.0,10.0,22.0,1.0,8.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,14.0,1.0,0.0,3.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,10.0,26.0,0.0,0.0,3.0,3.0,2.0,3.0,1.0,7.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,8.0,12.0,24.0,0.0,0.0,0.0,0.0,2.0,3.0,12.0,4.0,8.0,8.0,0.0,2.0,0.0,0.0,1.0,0.0,22.0,6.0,2.0,0.0,1.0,1.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,7.0,0.0,0.0,0.0,0.0,429.8090909090909,0.14545454545454545
